"MEDIA TREND REPORT","","","Geography :: Worldwide","","","","","","My Metrix"
"114LA.COM,120ASK.COM,123GREETINGS.COM,1616.NET,19L...","","","Location :: All Locations","","","","","","(c)2009 comScore, Inc"
"","","","Time Period :: August 2008 - October 2009","","","","","",""
"","","","Target :: Total Audience","","","","","",""
"","","","Media :: 114LA.COM,120ASK.COM,123GREETINGS.COM,1616.NET,19L...","","","","","",""
"","","","Measures :: Total Unique Visitors (000)","","","","","",""
"","","","Date :: 11/28/2009","","","","","",""

"","","","Aug-2008","Sep-2008","Oct-2008","Nov-2008","Dec-2008","Jan-2009","Feb-2009","Mar-2009","Apr-2009","May-2009","Jun-2009","Jul-2009","Aug-2009","Sep-2009","Oct-2009",
"571","[P]","    AVS4YOU.COM","2735.7786419482","2946.1504089093","3242.0170912502","3810.4424358101","5164.8805783193","6484.8004866794","6261.85712941771","7125.37578841348","6996.40744337572","7425.94967091548","7632.51018476235","8298.29149533544","8550.48924222098","7856.20975832472","7763.88428701646",
"572","[P]","    51MOLE.COM","N/A","1615.340517481","1574.7979263236","2164.8898199629","2895.4608230725","4622.3309624707","4701.48021626555","4473.24294302276","5300.67406999893","4707.19900445316","3920.35099635025","6788.9938150536","8219.86982493717","5609.33147898758","7746.18788701914",
"573","[P]","    Panasonic Group","7278.2632439625","7078.9205903012","6580.6051558381","7600.3869281254","7864.0533295799","7968.369742292","6894.94561998451","6855.05325427692","6213.11207678072","6184.21218159826","6966.89638414455","6623.44166469204","6314.22036473149","6665.74402395998","7726.50487094808",
"574","[P]","    Lloyds Banking Group plc","3876.736853309","4244.5721407594","3632.3241066488","3537.368916727","3685.4740918397","3813.3452633702","7758.92291660165","7348.35393119144","7425.64244253951","7006.03908528824","6811.0797660294","7230.31628954308","7860.31695416596","7284.38824287308","7707.33146725108",
"575","[P]","    Limitedbrands","9649.090685894","9150.5089766614","9974.7925625544","10988.5398272643","13990.7145159072","11089.2075686822","9711.36870437141","9886.24148936748","9378.24824846537","10616.506033143","9520.11853482145","7925.22243035884","7838.04884616362","7534.18574962816","7706.29938417985",
"576","[P]","    Ctrip.com International","4612.6591128925","5541.0455132276","4845.6657480484","4244.40584287","5774.6612008057","6085.6766146735","5697.2631891152","5680.17386973212","5739.42347477205","4907.76713335996","6486.2631756568","7048.9994376854","8053.78230165122","8580.58408839196","7704.85174587309",
"577","[P]","    WEATHER.COM.CN","N/A","N/A","N/A","1799.6650402874","3289.0002857288","4066.0605834869","4518.37416700702","6576.86153142156","7588.96272958986","6623.45861902452","10530.221422478","7616.35654661948","8245.59060621617","7718.7221895438","7680.86534198166",
"578","[P]","    Sparkassen-Finanzgruppe","5708.3278714978","5715.52135715","6358.1001021425","5942.4566680262","6640.7911751364","6654.707669534","6751.11439681351","7442.59674444328","7505.71464109549","6453.91984872218","5884.5230305115","6454.03848295468","7522.34446770655","7878.4927537017","7670.28860767261",
"579","[P]","    Gourmet Navigator Inc","7586.5125587404","7165.8944033965","7565.7004568143","8523.1017967315","8692.7731398393","8497.030074181","8200.24580641487","7210.10818789856","7274.71860935863","7092.07464779994","7713.27965879405","7173.1138072202","6467.66628152916","6408.27622169124","7667.15829768963",
"580","[P]","    ARABSEYES.COM","2348.5543508406","2370.6864316358","2346.4877852963","2329.9203566981","2236.7767794947","2609.2966750885","7743.06370746836","8631.78330942084","7806.363039127","6931.61263426634","5783.28497846815","6411.33703044796","6754.44670375983","6652.31169936386","7667.02740925329",
"581","[P]","    DIVSHARE.COM","10013.0282538951","9139.2591035532","5794.6275846123","5208.259791861","5790.9489897327","5232.3145789479","4527.70172302683","4865.27594701408","4433.59455651479","4682.7439711432","4749.54082562725","5341.62342429556","5729.77876286416","6033.04806741414","7659.22861900134",
"582","[P]","    France Televisions Interactive","4575.3369420403","4929.7120466943","4975.6033086582","5838.0431311504","5790.108653381","6710.1535350441","6951.09080549305","7483.2666562244","7946.8438584457","8245.41517165292","8689.5755146004","8136.5433260194","7163.99610993622","7630.09780350934","7647.01708499684",
"583","[P]","    SCRIBD.COM","15541.2008468767","17595.0566721461","19044.3899426933","23523.6188685222","16654.7419231161","16912.2015742462","9166.95367202567","12044.3930032687","12466.9812995616","13027.1866895236","12640.1790507387","7261.04672418296","6943.15562054488","7184.86001434994","7605.13947705614",
"584","[P]","    Oracle Corporation","1673.2231392803","6114.9304941021","6647.2480084886","6650.199314173","5476.0022790445","6823.6920578478","6846.79359336664","7720.2459092272","6865.48974456642","6908.66464618448","5258.12895602565","4584.1284272296","5109.4296788809","6778.88828969064","7603.33149601622",
"585","[P]","    Connexus","44347.1106228285","41734.277000595","40035.2034794023","34010.6492246454","29529.2681531553","26951.8008549977","19166.0486181713","17231.1900975531","12864.8750211268","11327.3696825302","8736.27666710615","8291.20114564932","7939.86633768658","7475.2769602497","7590.9077385163",
"586","[P]","    Intuit","6233.5222774132","6102.3929370854","6811.8515083992","6282.000376638","6773.6814481199","16836.3790422963","20311.7389108599","15001.5627464426","17280.0977143898","8054.6023596569","6611.14275787579","6775.02650962904","6689.82181003141","7274.41997559084","7582.85087302288",
"587","[P]","    Tesco Stores","6926.7513431694","6926.8246178441","7080.0543090528","7714.6563635331","8362.9547762968","7175.1992512288","6191.27859801979","6261.41402433332","6066.35450079086","5944.8926827658","5449.86270155785","5985.29625306096","6955.82904829944","6686.50110642444","7580.55423584699",
"588","[P]","    BRG8.COM","1528.3391956214","1751.0997388414","2250.2041339831","1850.9513593394","2183.0796718926","2603.9020033162","7869.76192045609","8518.07260158528","8109.39239248007","7059.01525858506","6014.8562599069","7629.42859379296","7824.31123810968","7315.20582096854","7568.75367512513",
"589","[P]","    Nissan","6437.0467185167","5880.9726851806","6181.5281754727","5914.2676519891","6325.6291375156","6543.9893725151","5793.94651149632","6032.53150538208","6084.14296725286","6013.00855103302","6480.63438761915","7676.60162773788","7774.1346957365","7115.44259514304","7565.18344142866",
"590","[P]","    Kraft Foods","7245.0967306363","7413.4288225336","8070.3369438406","8382.7443305478","8993.43304064389","6285.6475728075","5932.39461600584","6744.24060487784","6934.01675831537","8391.07800433016","8036.75455714935","6777.89011235784","6492.69646158354","7258.75467298476","7561.95937074879",
"591","[P]","    Cablevision","6863.3147775384","6800.7742107922","10024.4409984625","9600.2119888011","9287.3465976592","9864.2835770134","9230.18279730173","9862.13845060604","9793.40536801577","10424.9196683669","8935.91732864575","9512.36784000856","9217.56981298438","8678.16479736312","7554.78197539098",
"592","[P]","    JEDDAHBIKERS.COM","1057.7922289596","1094.9198032729","1180.9769476195","1072.3312991579","1502.7537894528","1834.754336584","5155.6465430425","6444.48253386416","5531.85983914779","5021.32219726896","5119.3026752557","6469.04125660072","6854.90634549788","7933.99454444368","7547.80798196393",
"593","[P]","    YE-SOFT.NET","4318.2240097458","4378.4001141914","4242.5787438177","3973.931044809","5189.2545371139","6401.2571389547","7130.7095009146","8354.32788733128","9591.03663018786","9912.38614210592","9392.45968038315","9095.101599116","7835.7436584241","7724.38760533724","7543.11225507531",
"594","[P]","    Japan Post Group","5066.4107918905","5584.2110036834","5591.5463397419","6306.1915221342","9572.3816206751","9531.8795314605","6751.57626800164","7023.62261909532","6680.89081389063","6404.03453433548","6449.36674138575","6501.02554598568","5972.76252699648","6598.72422142624","7541.26404473232",
"595","[P]","    SPRINGERLINK.COM","2057.5958254687","5991.1008267826","6329.5670783063","6139.657901877","5177.3944958693","5500.4535467731","5794.10449045796","7230.55763361428","6785.3513622307","6095.6496672575","4996.1146417259","4918.56486182196","5375.63950724067","6210.311848956","7515.63660810593",
"596","[P]","    SH.CN","5786.526497853","6325.750474172","5950.3678759507","5933.7013328998","5257.4245441031","4390.9488255866","6357.23555278864","5795.54841462404","5645.65990243084","5069.57674433938","8593.54285965445","5447.36764305344","5713.45784186572","7377.23981405258","7507.92634054984",
"597","[P]","    SPB.RU","5393.5658761782","5180.7340069155","5339.0733499026","5771.2373333265","6270.8326824533","6241.6643188759","5585.03392679566","5829.206205571","6234.90727841423","5413.75521773842","5762.4750696049","6121.80169394892","6762.00975059255","6925.61831153408","7500.56327466798",
"598","[P]","    123GREETINGS.COM","6826.747470417","6817.3153477485","8018.661631766","6095.4293183551","12694.8506744434","9006.2099098368","9116.92194079827","7305.61923103324","7297.06802187286","6972.38313558434","5912.69823382575","5328.28519708116","6836.79587325372","7190.79218910826","7498.51306698619",
"599","[P]","    Hyundai Motors Inc.","5916.244175589","5390.190280731","8034.4661692321","9761.2639291132","4650.6452569952","4671.172386874","6254.27424377494","6722.2479098896","6426.97041933521","6160.7106923068","6978.43365949575","6884.37353887792","8200.21972913697","7794.72269373272","7484.94123130068",
"600","[P]","    Dominion Enterprises","8141.3681373654","7279.1672410334","7327.4005839476","6223.8701902333","6186.3987240255","8258.7764183625","7822.87998777858","8939.95450617032","8831.10230898635","8628.44021176846","8163.12818433125","8966.5770396292","8694.52782029419","8378.41100241556","7441.71862176865",
"601","[P]","    BMW","5267.2996884503","5645.3203045098","5536.4683755558","7108.5704418772","5733.669875868","5426.3516944805","5475.67308143754","6385.38755482176","6282.93116504286","6685.72091728958","5511.62333043005","5964.4543969848","6272.34077424033","6939.00859054328","7436.11048109418",
"602","[P]","    KASPERSKY-LABS.COM","3897.6866977741","3729.4495824994","4270.8973166246","3756.6364539739","4418.3039424993","4931.9121335004","5687.40157313677","6916.020422961","7265.03907509521","7328.26716188834","7223.8495017951","8712.59085154444","9128.18294707951","8627.5814870984","7430.82815586517",
"603","[P]","    UK.COM","5416.0723685296","5836.9165345409","5620.1946968959","5573.8084965068","5291.6787950641","6888.7432019144","5686.34872449571","6611.37895364448","6741.15360995256","6712.86098203332","5912.2543888889","6782.18549149728","6090.71016035585","5856.1053020579","7411.89006451936",
"604","[P]","    NERO.COM","4409.3908259626","4306.2862376748","5104.626901036","4865.9790280863","5464.0920993469","6281.6393405984","5891.24379131635","6581.53045224056","6434.26707793549","6020.56035808922","6086.1310745056","6617.62093780108","7810.31195599936","8081.6485245566","7381.05338173851",
"605","[P]","    Korea Economic Daily","1547.4565928954","1714.7709304937","1450.9910921553","1280.9284026376","1777.9242717728","5596.3045665995","7182.4716434665","7396.43859889932","6025.06612928893","6595.06841733332","8565.972348042","6191.05061758296","7204.2281122122","8554.01311998868","7376.69819204944",
"606","[P]","    INTERIA.PL","10686.9174949497","10596.0666619181","9649.4037752445","9263.7035522269","8475.6572757697","7885.6424740538","7495.36592170729","7869.0527304506","7797.01034544521","6946.64082778006","6494.5271432873","6799.08066431896","6960.79477817649","6786.4792534777","7374.26705352896",
"607","[P]","    TQ Digital Entertainment","3879.125520376","5299.7519872492","5049.8421366477","8062.5820021065","4763.684567142","4681.5331885519","4778.0690304002","8721.58086475148","6595.90467138321","6927.24991801208","7261.85174067015","9213.3330859914","6894.46066317133","7499.03439008162","7361.17872133809",
"608","[P]","    KBS (Korean Broadcasting System)","4405.6566029124","2955.4191765284","3322.8018694608","3156.6158546284","4066.9742431944","7133.9111633888","6595.25722472167","8529.25182946052","6194.27371918821","6869.91351996022","6047.7469613446","6213.39574357368","7609.95786147011","6813.21388529376","7337.41129463574",
"609","[P]","    Televisa Digital Sites","5106.3583759532","4893.5483613461","4953.9230864446","4899.9804114252","4748.25566297","4889.6402963446","5277.44702451264","5644.65268786416","6303.35540346314","6974.8462735596","6637.3351051317","6882.75365225632","6899.00100623398","7349.97797210886","7328.34907484502",
"610","[P]","    ARCHIVE.ORG","3349.1879027053","3394.5545812548","3896.6946026982","4010.8817193924","4158.1736535277","4597.1880338018","4757.42305151407","5753.03252362832","5680.96197641921","5358.5776306987","5385.97536690885","5742.62060099988","6038.50494631847","6395.80467607366","7322.32810326042",
"611","[P]","    HMV","5261.0384016478","4983.333298591","5403.9763500153","6139.9283945187","7394.7817885608","5932.5907844278","5081.73039922227","5225.1381700552","4823.27294958651","4494.87473150154","4301.76062884725","4469.8960813196","6210.06571019282","6556.56395536838","7319.83886373163",
"612","[P]","    General Mills","6395.9764017473","6477.838650421","8476.4158946045","9669.3933516249","9325.8051725461","8609.8581202291","7045.53135815993","7276.72780952768","7193.15553563028","7844.3675691327","5764.8952281134","6040.3764367062","6744.11498748025","8149.50715568512","7306.35690649336",
"613","[P]","    Coupons, Inc.","8183.6878906718","6834.7378072091","7862.2208314094","8116.2219441084","6245.6899158469","6548.2049825159","6347.09081806127","7651.10407524268","8045.43062210279","14459.191497005","8788.15564944495","7375.81108675732","6826.19969216207","8088.10425518198","7304.48368580907",
"614","[P]","    Gruppo Mediaset","2582.8549391345","3414.0860768988","3508.1203405273","3721.939117209","3635.2286390191","7029.8530807734","6645.82545915765","6523.50392246892","6558.238929834","5719.0036049808","5554.7104129365","5577.82234936436","5345.50866580093","6894.94162611022","7295.80248571777",
"615","[P]","    Staples.com Sites","9377.2098094427","8216.0150326151","7274.204398169","7696.7500172624","8696.6638645149","8839.380203623","7172.84471652671","7154.09943869668","6944.76660725686","6949.79916521032","6111.07954464305","7390.219965952","8213.40235169981","7227.13604611722","7285.46273371109",
"616","[P]","    The HealthCentral Network","2928.9090080919","3346.3830299306","4375.9709986126","3483.2378971392","3214.3435139586","3610.848160857","5518.94063962217","5777.9306005546","5546.75856813835","5540.60995004522","5401.19799778615","5471.62557313384","6329.84630160405","6864.85802162628","7283.08950890088",
